ProductId,ItemCode,ItemDescription,FamilyName,GroupHeader,MainGroup,SubGroup1,SubGroup2,SubGroup3,SubGroup4,SubGroup5,SubGroup6,SubGroup7,SubGroup8,ProductFamily,ItemPurchaseType,Price in USD - P.Y,Price in USD - C.Y,Price in INR - P.Y,Price in INR - C.Y,AnnexureId,UnitofMeasures,EDApplicable,VATApplicable,PackageType,VariantCode,VariantDescription,BelongsTo,,,,
3366,FEAC840008-,Tall Cabinet, End Scribe, Applique, 84H x 00D x 08L,End Scribe Applique Panels-Full Height Cabinet-Kewaunee-FEAC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,End Applique Panel,,,,FEAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
3367,FEAC840009-,Tall Cabinet, End Scribe, Applique, 84H x 00D x 09L,End Scribe Applique Panels-Full Height Cabinet-Kewaunee-FEAC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,End Applique Panel,,,,FEAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
3368,FEAC840010-,Tall Cabinet, End Scribe, Applique, 84H x 00D x 10L,End Scribe Applique Panels-Full Height Cabinet-Kewaunee-FEAC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,End Applique Panel,,,,FEAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
3369,FEAC840011-,Tall Cabinet, End Scribe, Applique, 84H x 00D x 11L,End Scribe Applique Panels-Full Height Cabinet-Kewaunee-FEAC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,End Applique Panel,,,,FEAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
3370,FEAC840012-,Tall Cabinet, End Scribe, Applique, 84H x 00D x 12L,End Scribe Applique Panels-Full Height Cabinet-Kewaunee-FEAC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,End Applique Panel,,,,FEAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
3371,FEAC840013-,Tall Cabinet, End Scribe, Applique, 84H x 00D x 13L,End Scribe Applique Panels-Full Height Cabinet-Kewaunee-FEAC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,End Applique Panel,,,,FEAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
3372,FEAC840014-,Tall Cabinet, End Scribe, Applique, 84H x 00D x 14L,End Scribe Applique Panels-Full Height Cabinet-Kewaunee-FEAC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,End Applique Panel,,,,FEAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
3373,FEAC840015-,Tall Cabinet, End Scribe, Applique, 84H x 00D x 15L,End Scribe Applique Panels-Full Height Cabinet-Kewaunee-FEAC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,End Applique Panel,,,,FEAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
3374,FEAC840016-,Tall Cabinet, End Scribe, Applique, 84H x 00D x 16L,End Scribe Applique Panels-Full Height Cabinet-Kewaunee-FEAC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,End Applique Panel,,,,FEAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
3375,FEAC840017-,Tall Cabinet, End Scribe, Applique, 84H x 00D x 17L,End Scribe Applique Panels-Full Height Cabinet-Kewaunee-FEAC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,End Applique Panel,,,,FEAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
3376,FEAC840018-,Tall Cabinet, End Scribe, Applique, 84H x 00D x 18L,End Scribe Applique Panels-Full Height Cabinet-Kewaunee-FEAC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,End Applique Panel,,,,FEAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
3377,FEAC840019-,Tall Cabinet, End Scribe, Applique, 84H x 00D x 19L,End Scribe Applique Panels-Full Height Cabinet-Kewaunee-FEAC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,End Applique Panel,,,,FEAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
3378,FEAC840020-,Tall Cabinet, End Scribe, Applique, 84H x 00D x 20L,End Scribe Applique Panels-Full Height Cabinet-Kewaunee-FEAC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,End Applique Panel,,,,FEAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
3379,FEAC840021-,Tall Cabinet, End Scribe, Applique, 84H x 00D x 21L,End Scribe Applique Panels-Full Height Cabinet-Kewaunee-FEAC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,End Applique Panel,,,,FEAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
3380,FEAC840022-,Tall Cabinet, End Scribe, Applique, 84H x 00D x 22L,End Scribe Applique Panels-Full Height Cabinet-Kewaunee-FEAC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,End Applique Panel,,,,FEAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
3381,FEAC840023-,Tall Cabinet, End Scribe, Applique, 84H x 00D x 23L,End Scribe Applique Panels-Full Height Cabinet-Kewaunee-FEAC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,End Applique Panel,,,,FEAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
3382,FEAC840024-,Tall Cabinet, End Scribe, Applique, 84H x 00D x 24L,End Scribe Applique Panels-Full Height Cabinet-Kewaunee-FEAC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,End Applique Panel,,,,FEAC,,,Import,900,2,Nos,900,2,Nos,,,,Furniture,,,
3383,AFSC841312-,Adjustable Scribe, 84H x 13D x 12L,Adjustable Scribe-Full Height Cabinet-Kewaunee-AFSC.rfa,Lab Design ,0SF,Trim,Adjustable Slip Scribes,Adjustable Full Height Cabinet Scribes,"12 3/4"" Deep",,,,,900,Import,,900,900,2,Nos,Nos,,,,Furniture,,,,,
3384,AFSC841612-,Adjustable Scribe, 84H x 16D x 12L,Adjustable Scribe-Full Height Cabinet-Kewaunee-AFSC.rfa,Lab Design ,0SF,Trim,Adjustable Slip Scribes,Adjustable Full Height Cabinet Scribes,"16"" Deep",,,,,900,Import,,900,900,2,Nos,Nos,,,,Furniture,,,,,
3385,AFSC842212-,Adjustable Scribe, 84H x 22D x 12L,Adjustable Scribe-Full Height Cabinet-Kewaunee-AFSC.rfa,Lab Design ,0SF,Trim,Adjustable Slip Scribes,Adjustable Full Height Cabinet Scribes,"22"" Deep",,,,,900,Import,,900,900,2,Nos,Nos,,,,Furniture,,,,,
3386,FIFC841306-,Tall Cabinet, Intermediate Filler, 84H x 13D x 06L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3387,FIFC841307-,Tall Cabinet, Intermediate Filler, 84H x 13D x 07L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3388,FIFC841308-,Tall Cabinet, Intermediate Filler, 84H x 13D x 08L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3389,FIFC841309-,Tall Cabinet, Intermediate Filler, 84H x 13D x 09L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3390,FIFC841310-,Tall Cabinet, Intermediate Filler, 84H x 13D x 10L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3391,FIFC841311-,Tall Cabinet, Intermediate Filler, 84H x 13D x 11L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3392,FIFC841312-,Tall Cabinet, Intermediate Filler, 84H x 13D x 12L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3393,FIFC841313-,Tall Cabinet, Intermediate Filler, 84H x 13D x 13L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3394,FIFC841314-,Tall Cabinet, Intermediate Filler, 84H x 13D x 14L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3395,FIFC841315-,Tall Cabinet, Intermediate Filler, 84H x 13D x 15L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3396,FIFC841316-,Tall Cabinet, Intermediate Filler, 84H x 13D x 16L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3397,FIFC841317-,Tall Cabinet, Intermediate Filler, 84H x 13D x 17L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3398,FIFC841318-,Tall Cabinet, Intermediate Filler, 84H x 13D x 18L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3399,FIFC841319-,Tall Cabinet, Intermediate Filler, 84H x 13D x 19L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3400,FIFC841320-,Tall Cabinet, Intermediate Filler, 84H x 13D x 20L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3401,FIFC841321-,Tall Cabinet, Intermediate Filler, 84H x 13D x 21L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3402,FIFC841322-,Tall Cabinet, Intermediate Filler, 84H x 13D x 22L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3403,FIFC841323-,Tall Cabinet, Intermediate Filler, 84H x 13D x 23L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3404,FIFC841324-,Tall Cabinet, Intermediate Filler, 84H x 13D x 24L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3405,FIFC841325-,Tall Cabinet, Intermediate Filler, 84H x 13D x 25L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3406,FIFC841326-,Tall Cabinet, Intermediate Filler, 84H x 13D x 26L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3407,FIFC841327-,Tall Cabinet, Intermediate Filler, 84H x 13D x 27L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3408,FIFC841328-,Tall Cabinet, Intermediate Filler, 84H x 13D x 28L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3409,FIFC841329-,Tall Cabinet, Intermediate Filler, 84H x 13D x 29L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3410,FIFC841330-,Tall Cabinet, Intermediate Filler, 84H x 13D x 30L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3411,FIFC841331-,Tall Cabinet, Intermediate Filler, 84H x 13D x 31L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3412,FIFC841332-,Tall Cabinet, Intermediate Filler, 84H x 13D x 32L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3413,FIFC841333-,Tall Cabinet, Intermediate Filler, 84H x 13D x 33L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3414,FIFC841334-,Tall Cabinet, Intermediate Filler, 84H x 13D x 34L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3415,FIFC841335-,Tall Cabinet, Intermediate Filler, 84H x 13D x 35L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3416,FIFC841336-,Tall Cabinet, Intermediate Filler, 84H x 13D x 36L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3417,FIFC841337-,Tall Cabinet, Intermediate Filler, 84H x 13D x 37L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3418,FIFC841338-,Tall Cabinet, Intermediate Filler, 84H x 13D x 38L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3419,FIFC841339-,Tall Cabinet, Intermediate Filler, 84H x 13D x 39L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3420,FIFC841340-,Tall Cabinet, Intermediate Filler, 84H x 13D x 40L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3421,FIFC841341-,Tall Cabinet, Intermediate Filler, 84H x 13D x 41L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3422,FIFC841342-,Tall Cabinet, Intermediate Filler, 84H x 13D x 42L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3423,FIFC841343-,Tall Cabinet, Intermediate Filler, 84H x 13D x 43L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3424,FIFC841344-,Tall Cabinet, Intermediate Filler, 84H x 13D x 44L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3425,FIFC841345-,Tall Cabinet, Intermediate Filler, 84H x 13D x 45L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3426,FIFC841346-,Tall Cabinet, Intermediate Filler, 84H x 13D x 46L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3427,FIFC841347-,Tall Cabinet, Intermediate Filler, 84H x 13D x 47L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3428,FIFC841348-,Tall Cabinet, Intermediate Filler, 84H x 13D x 48L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"12 3/4"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3429,FIFC841606-,Tall Cabinet, Intermediate Filler, 84H x 16D x 06L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"16"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3430,FIFC841607-,Tall Cabinet, Intermediate Filler, 84H x 16D x 07L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"16"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3431,FIFC841608-,Tall Cabinet, Intermediate Filler, 84H x 16D x 08L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"16"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3432,FIFC841609-,Tall Cabinet, Intermediate Filler, 84H x 16D x 09L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"16"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3433,FIFC841610-,Tall Cabinet, Intermediate Filler, 84H x 16D x 10L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"16"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3434,FIFC841611-,Tall Cabinet, Intermediate Filler, 84H x 16D x 11L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"16"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3435,FIFC841612-,Tall Cabinet, Intermediate Filler, 84H x 16D x 12L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"16"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3436,FIFC841613-,Tall Cabinet, Intermediate Filler, 84H x 16D x 13L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"16"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3437,FIFC841614-,Tall Cabinet, Intermediate Filler, 84H x 16D x 14L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"16"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3438,FIFC841615-,Tall Cabinet, Intermediate Filler, 84H x 16D x 15L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"16"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3439,FIFC841616-,Tall Cabinet, Intermediate Filler, 84H x 16D x 16L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"16"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3440,FIFC841617-,Tall Cabinet, Intermediate Filler, 84H x 16D x 17L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"16"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3441,FIFC841618-,Tall Cabinet, Intermediate Filler, 84H x 16D x 18L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"16"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3442,FIFC841619-,Tall Cabinet, Intermediate Filler, 84H x 16D x 19L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"16"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3443,FIFC841620-,Tall Cabinet, Intermediate Filler, 84H x 16D x 20L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"16"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3444,FIFC841621-,Tall Cabinet, Intermediate Filler, 84H x 16D x 21L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"16"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3445,FIFC841622-,Tall Cabinet, Intermediate Filler, 84H x 16D x 22L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"16"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
3446,FIFC841623-,Tall Cabinet, Intermediate Filler, 84H x 16D x 23L,Intermediate Fillers-Full Height Cabinet-Kewaunee-FIFC.rfa,Lab Design ,0SF,Research Collection,Full height Cabinet Scribes and Filler,Intermediate Fillers,"16"" Deep",,,,Import,FIFC,,900,900,2,Nos,2,Nos,,,,Furniture,,,,
