ProductId,ItemCode,ItemDescription,FamilyName,GroupHeader,MainGroup,SubGroup1,SubGroup2,SubGroup3,SubGroup4,SubGroup5,SubGroup6,SubGroup7,SubGroup8,ProductFamily,ItemPurchaseType,Price in USD - P.Y,Price in USD - C.Y,Price in INR - P.Y,Price in INR - C.Y,AnnexureId,UnitofMeasures,EDApplicable,VATApplicable,PackageType,VariantCode,VariantDescription,BelongsTo,,,,
1209,A10C250071-,Knee Space Panel, 25H x 00D x 71L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"25"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1210,A10C250072-,Knee Space Panel, 25H x 00D x 72L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"25"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1211,A10C280015-,Knee Space Panel, 28H x 00D x 15L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1212,A10C280016-,Knee Space Panel, 28H x 00D x 16L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1213,A10C280017-,Knee Space Panel, 28H x 00D x 17L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1214,A10C280018-,Knee Space Panel, 28H x 00D x 18L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1215,A10C280019-,Knee Space Panel, 28H x 00D x 19L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1216,A10C280020-,Knee Space Panel, 28H x 00D x 20L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1217,A10C280021-,Knee Space Panel, 28H x 00D x 21L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1218,A10C280022-,Knee Space Panel, 28H x 00D x 22L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1219,A10C280023-,Knee Space Panel, 28H x 00D x 23L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1220,A10C280024-,Knee Space Panel, 28H x 00D x 24L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1221,A10C280025-,Knee Space Panel, 28H x 00D x 25L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1222,A10C280026-,Knee Space Panel, 28H x 00D x 26L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1223,A10C280027-,Knee Space Panel, 28H x 00D x 27L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1224,A10C280028-,Knee Space Panel, 28H x 00D x 28L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1225,A10C280029-,Knee Space Panel, 28H x 00D x 29L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1226,A10C280030-,Knee Space Panel, 28H x 00D x 30L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1227,A10C280031-,Knee Space Panel, 28H x 00D x 31L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1228,A10C280032-,Knee Space Panel, 28H x 00D x 32L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1229,A10C280033-,Knee Space Panel, 28H x 00D x 33L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1230,A10C280034-,Knee Space Panel, 28H x 00D x 34L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1231,A10C280035-,Knee Space Panel, 28H x 00D x 35L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1232,A10C280036-,Knee Space Panel, 28H x 00D x 36L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1233,A10C280037-,Knee Space Panel, 28H x 00D x 37L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1234,A10C280038-,Knee Space Panel, 28H x 00D x 38L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1235,A10C280039-,Knee Space Panel, 28H x 00D x 39L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1236,A10C280040-,Knee Space Panel, 28H x 00D x 40L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1237,A10C280041-,Knee Space Panel, 28H x 00D x 41L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1238,A10C280042-,Knee Space Panel, 28H x 00D x 42L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1239,A10C280043-,Knee Space Panel, 28H x 00D x 43L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1240,A10C280044-,Knee Space Panel, 28H x 00D x 44L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1241,A10C280045-,Knee Space Panel, 28H x 00D x 45L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1242,A10C280046-,Knee Space Panel, 28H x 00D x 46L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1243,A10C280047-,Knee Space Panel, 28H x 00D x 47L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1244,A10C280048-,Knee Space Panel, 28H x 00D x 48L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1245,A10C280049-,Knee Space Panel, 28H x 00D x 49L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1246,A10C280050-,Knee Space Panel, 28H x 00D x 50L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1247,A10C280051-,Knee Space Panel, 28H x 00D x 51L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1248,A10C280052-,Knee Space Panel, 28H x 00D x 52L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1249,A10C280053-,Knee Space Panel, 28H x 00D x 53L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1250,A10C280054-,Knee Space Panel, 28H x 00D x 54L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1251,A10C280055-,Knee Space Panel, 28H x 00D x 55L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1252,A10C280056-,Knee Space Panel, 28H x 00D x 56L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1253,A10C280057-,Knee Space Panel, 28H x 00D x 57L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1254,A10C280058-,Knee Space Panel, 28H x 00D x 58L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1255,A10C280059-,Knee Space Panel, 28H x 00D x 59L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1256,A10C280060-,Knee Space Panel, 28H x 00D x 60L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1257,A10C280061-,Knee Space Panel, 28H x 00D x 61L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1258,A10C280062-,Knee Space Panel, 28H x 00D x 62L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1259,A10C280063-,Knee Space Panel, 28H x 00D x 63L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1260,A10C280064-,Knee Space Panel, 28H x 00D x 64L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1261,A10C280065-,Knee Space Panel, 28H x 00D x 65L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1262,A10C280066-,Knee Space Panel, 28H x 00D x 66L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1263,A10C280067-,Knee Space Panel, 28H x 00D x 67L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1264,A10C280068-,Knee Space Panel, 28H x 00D x 68L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1265,A10C280069-,Knee Space Panel, 28H x 00D x 69L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1266,A10C280070-,Knee Space Panel, 28H x 00D x 70L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1267,A10C280071-,Knee Space Panel, 28H x 00D x 71L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1268,A10C280072-,Knee Space Panel, 28H x 00D x 72L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"28"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1269,A10C290015-,Knee Space Panel, 29H x 00D x 15L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1270,A10C290016-,Knee Space Panel, 29H x 00D x 16L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1271,A10C290017-,Knee Space Panel, 29H x 00D x 17L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1272,A10C290018-,Knee Space Panel, 29H x 00D x 18L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1273,A10C290019-,Knee Space Panel, 29H x 00D x 19L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1274,A10C290020-,Knee Space Panel, 29H x 00D x 20L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1275,A10C290021-,Knee Space Panel, 29H x 00D x 21L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1276,A10C290022-,Knee Space Panel, 29H x 00D x 22L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1277,A10C290023-,Knee Space Panel, 29H x 00D x 23L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1278,A10C290024-,Knee Space Panel, 29H x 00D x 24L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1279,A10C290025-,Knee Space Panel, 29H x 00D x 25L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1280,A10C290026-,Knee Space Panel, 29H x 00D x 26L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1281,A10C290027-,Knee Space Panel, 29H x 00D x 27L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1282,A10C290028-,Knee Space Panel, 29H x 00D x 28L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1283,A10C290029-,Knee Space Panel, 29H x 00D x 29L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1284,A10C290030-,Knee Space Panel, 29H x 00D x 30L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1285,A10C290031-,Knee Space Panel, 29H x 00D x 31L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1286,A10C290032-,Knee Space Panel, 29H x 00D x 32L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1287,A10C290033-,Knee Space Panel, 29H x 00D x 33L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1288,A10C290034-,Knee Space Panel, 29H x 00D x 34L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1289,A10C290035-,Knee Space Panel, 29H x 00D x 35L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1290,A10C290036-,Knee Space Panel, 29H x 00D x 36L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1291,A10C290037-,Knee Space Panel, 29H x 00D x 37L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1292,A10C290038-,Knee Space Panel, 29H x 00D x 38L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1293,A10C290039-,Knee Space Panel, 29H x 00D x 39L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1294,A10C290040-,Knee Space Panel, 29H x 00D x 40L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1295,A10C290041-,Knee Space Panel, 29H x 00D x 41L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1296,A10C290042-,Knee Space Panel, 29H x 00D x 42L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1297,A10C290043-,Knee Space Panel, 29H x 00D x 43L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1298,A10C290044-,Knee Space Panel, 29H x 00D x 44L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1299,A10C290045-,Knee Space Panel, 29H x 00D x 45L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1300,A10C290046-,Knee Space Panel, 29H x 00D x 46L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1301,A10C290047-,Knee Space Panel, 29H x 00D x 47L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1302,A10C290048-,Knee Space Panel, 29H x 00D x 48L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1303,A10C290049-,Knee Space Panel, 29H x 00D x 49L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1304,A10C290050-,Knee Space Panel, 29H x 00D x 50L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1305,A10C290051-,Knee Space Panel, 29H x 00D x 51L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1306,A10C290052-,Knee Space Panel, 29H x 00D x 52L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1307,A10C290053-,Knee Space Panel, 29H x 00D x 53L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1308,A10C290054-,Knee Space Panel, 29H x 00D x 54L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1309,A10C290055-,Knee Space Panel, 29H x 00D x 55L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1310,A10C290056-,Knee Space Panel, 29H x 00D x 56L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1311,A10C290057-,Knee Space Panel, 29H x 00D x 57L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1312,A10C290058-,Knee Space Panel, 29H x 00D x 58L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1313,A10C290059-,Knee Space Panel, 29H x 00D x 59L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1314,A10C290060-,Knee Space Panel, 29H x 00D x 60L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1315,A10C290061-,Knee Space Panel, 29H x 00D x 61L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1316,A10C290062-,Knee Space Panel, 29H x 00D x 62L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1317,A10C290063-,Knee Space Panel, 29H x 00D x 63L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
1318,A10C290064-,Knee Space Panel, 29H x 00D x 64L,Knee Space Panel-Kewaunee-A10.rfa,Lab Design ,0SF,Research Collection,Knee Space Panels,"29"" High",,,,,,900,Import,900,900,900,2,Nos,Nos,,,,Furniture,,,,,
